Source,Target,Weight
1071,3921,4
1071,3989,4
1071,4013,4
1071,4078,4
1071,4177,5
1071,4194,4
1071,4255,5
1071,4277,4
1071,4285,4
1071,4328,4
1071,4345,4
1071,4426,5
1071,4564,4
1071,4624,4
1071,4671,5
1071,4725,4
1071,4729,4
1071,4746,4
1072,2528,4
1072,2561,4
1073,2828,4
1074,1077,5
1074,1083,4
1074,1085,4
1074,1101,5
1074,1104,4
1074,1231,4
1074,1267,4
1074,1295,4
1074,1362,4
1074,1405,4
1074,1464,4
1074,1518,4
1074,1716,4
1074,1741,4
1074,1766,4
1074,1851,4
1074,1854,4
1074,1869,4
1074,1893,4
1074,2047,4
1074,2051,4
1074,2058,4
1074,2196,4
1074,2251,4
1074,2337,4
1074,2350,4
1074,2413,4
1074,2816,4
1074,2962,4
1074,3041,4
1074,3166,4
1074,3261,4
1074,3400,4
1074,3592,4
1074,3800,4
1075,1135,4
1075,1323,4
1075,2557,4
1075,2750,5
1076,1085,4
1076,1179,4
1076,1218,4
1076,1449,4
1076,1471,4
1076,1728,4
1076,1759,4
1076,1797,4
1076,1829,4
1076,1854,4
1076,2039,4
1076,2061,4
1076,2125,4
1076,2152,4
1076,2241,4
1076,2436,6
1076,2584,4
1076,3276,4
1076,3298,6
1076,3508,4
1076,3834,4
1076,4392,4
1076,4409,4
1077,1083,4
1077,1085,4
1077,1101,4
1077,1104,4
1077,1134,4
1077,1362,4
1077,1480,4
1077,1485,5
1077,1645,4
1077,1700,4
1077,1893,4
1077,2047,5
1077,2051,4
1077,2112,4
1077,2155,4
1077,2196,4
1077,2208,4
1077,2222,4
1077,2251,4
1077,2389,4
1077,2559,4
1077,2610,4
1077,3034,5
1077,3036,4
1077,3074,4
1077,3166,4
1077,3310,4
1077,3373,4
1077,3800,4
1077,3829,4
1077,4409,4
1078,1101,4
1078,1156,5
1078,1192,4
1078,1280,5
1078,1770,4
1078,1791,4
1078,1859,4
1078,1933,4
1078,2210,4
1078,2413,4
1078,2443,5
1078,2472,4
1079,1087,4
1079,1135,4
1079,1156,5
1079,1199,4
1079,1247,4
1079,1258,4
1079,1278,4
1079,1280,4
1079,1288,5
1079,1297,4
1079,1307,4
1079,1323,4
1079,1332,4
1079,1376,4
1079,1383,5
1079,1482,4
1079,1520,4
1079,1563,4
1079,1581,4
1079,1588,4
1079,1683,4
1079,1687,4
1079,1696,5
1079,1735,4
1079,1762,4
1079,1770,4
1079,1822,4
1079,1826,5
1079,1850,4
1079,1933,4
1079,1985,4
1079,2070,4
1079,2098,4
1079,2115,4
1079,2117,4
1079,2128,4
1079,2210,4
1079,2271,4
1079,2295,4
1079,2557,4
1079,2591,5
1079,2682,4
1079,2827,4
1079,2900,4
1079,3014,4
1079,3404,4
1079,3902,4
1079,4050,5
1079,4287,4
1080,1084,4
1080,1094,5
1080,1154,4
1080,1156,4
1080,1192,4
1080,1193,4
1080,1202,4
1080,1231,6
1080,1295,5
1080,1297,4
1080,1304,4
1080,1378,4
1080,1391,4
1080,1491,4
1080,1532,4
1080,1584,4
1080,1618,4
1080,1653,4
1080,1744,4
1080,1751,4
1080,1827,4
1080,1828,4
1080,1873,4
1080,1933,4
1080,1985,5
1080,1991,4
1080,2047,4
1080,2067,4
1080,2130,4
1080,2164,4
1080,2318,4
1080,2328,4
1080,2373,4
1080,2391,4
1080,2434,4
1080,2443,5
1080,2445,4
1080,2493,4
1080,2640,4
1080,2816,4
1080,2913,4
1080,2996,4
1080,3209,4
1080,3306,4
1080,3351,4
1080,3495,4
1080,3994,4
1080,4043,4
1080,4078,4
1080,4118,4
1080,4345,5
1080,4670,6
1080,4671,4
1081,1236,4
1081,1562,4
1081,1685,4
1081,1966,4
1081,2107,4
1081,2149,4
1081,2348,4
1081,2405,4
1081,2607,4
1081,2733,4
1081,2826,4
1081,2917,5
1081,3212,4
1081,3237,5
1081,3408,4
1081,3732,4
1081,4127,4
1081,4595,4
1081,4705,4
1082,1749,6
1082,1764,6
1082,2078,4
1082,2517,5
1082,2668,4
1082,3427,4
1082,3642,4
1082,4296,4
1083,1085,5
1083,1101,4
1083,1104,4
1083,1107,4
1083,1119,5
1083,1132,4
1083,1137,4
1083,1159,4
1083,1194,4
1083,1200,4
1083,1201,4
1083,1235,5
1083,1246,4
1083,1297,4
1083,1321,4
1083,1362,5
1083,1405,4
1083,1420,4
1083,1432,4
1083,1471,4
1083,1532,4
1083,1578,4
1083,1584,4
1083,1687,4
1083,1893,4
1083,2047,4
1083,2112,4
1083,2155,4
1083,2219,5
1083,2251,4
1083,2347,4
1083,2389,4
1083,2429,4
1083,2436,4
1083,2471,4
1083,2522,4
1083,2546,4
1083,2566,5
1083,2579,4
1083,2737,4
1083,2791,4
1083,2997,4
1083,3298,5
1083,3353,5
1083,3508,4
1083,3800,4
1083,4099,4
1083,4137,4
1083,4409,4
1084,1085,4
1084,1094,4
1084,1101,4
1084,1111,4
1084,1132,4
1084,1154,4
1084,1156,4
1084,1192,4
1084,1193,5
1084,1196,4
1084,1202,5
1084,1214,4
1084,1231,5
1084,1246,4
1084,1272,4
1084,1273,4
1084,1295,5
1084,1297,4
1084,1304,5
1084,1320,4
1084,1342,4
1084,1359,4
1084,1391,5
1084,1400,5
1084,1413,4
1084,1466,4
1084,1483,4
1084,1491,4
1084,1492,4
1084,1518,4
1084,1532,5
1084,1547,4
1084,1569,5
1084,1584,5
1084,1611,4
1084,1618,5
1084,1626,4
1084,1634,4
1084,1653,5
1084,1714,4
1084,1716,4
1084,1744,4
1084,1751,5
1084,1758,4
1084,1795,4
1084,1816,5
1084,1827,4
1084,1828,4
1084,1873,5
1084,1933,5
1084,1991,4
1084,1996,4
1084,2003,4
1084,2047,5
1084,2048,4
1084,2067,5
1084,2081,4
1084,2085,4
1084,2128,4
1084,2130,4
1084,2158,4
1084,2164,4
1084,2199,6
1084,2254,4
1084,2318,5
1084,2321,4
1084,2328,5
1084,2373,4
1084,2404,4
1084,2434,4
1084,2443,4
1084,2445,5
1084,2487,4
1084,2493,4
1084,2637,4
1084,2640,4
1084,2646,4
1084,2655,4
1084,2676,4
1084,2816,5
1084,2869,5
1084,2913,4
1084,2965,4
1084,2996,4
1084,3134,4
1084,3156,4
1084,3159,4
1084,3163,4
1084,3209,4
1084,3215,4
1084,3252,4
1084,3306,4
1084,3324,4
1084,3337,4
1084,3351,4
1084,3362,4
1084,3373,4
1084,3428,4
1084,3440,4
1084,3495,4
1084,3569,4
1084,3669,4
1084,3750,4
1084,3796,4
1084,3885,4
1084,3921,4
1084,3994,4
1084,4043,4
1084,4078,5
1084,4118,4
1084,4226,4
1084,4268,4
1084,4345,4
1084,4426,4
1084,4488,4
1084,4671,6
1084,4735,4
1085,1101,6
1085,1104,5
1085,1106,4
1085,1107,4
1085,1132,5
1085,1137,4
1085,1157,4
1085,1176,4
1085,1179,4
1085,1193,4
1085,1194,5
1085,1197,4
1085,1200,5
1085,1201,4
1085,1235,7
1085,1240,4
1085,1246,4
1085,1248,4
1085,1254,4
1085,1255,5
1085,1274,4
1085,1282,4
1085,1283,4
1085,1297,4
1085,1304,4
1085,1321,4
1085,1329,4
1085,1335,4
1085,1348,4
1085,1362,6
1085,1364,5
1085,1375,5
1085,1395,4
1085,1405,4
1085,1419,4
1085,1432,4
1085,1433,4
1085,1441,4
1085,1446,4
1085,1449,4
1085,1457,4
1085,1458,4
1085,1469,4
1085,1471,5
1085,1480,4
1085,1485,4
1085,1504,4
1085,1508,4
1085,1524,4
1085,1536,4
1085,1557,6
1085,1578,4
1085,1584,4
1085,1597,4
1085,1611,5
1085,1616,4
1085,1636,4
1085,1661,4
1085,1665,4
1085,1728,5
1085,1741,4
1085,1744,4
1085,1774,5
1085,1818,4
1085,1822,4
1085,1829,5
1085,1838,4
1085,1851,4
1085,1854,4
1085,1869,4
1085,1893,5
1085,1895,4
1085,1931,4
1085,1987,4
1085,1992,4
1085,2003,4
1085,2009,5
1085,2027,4
1085,2047,4
1085,2090,4
1085,2148,4
1085,2155,4
1085,2157,5
1085,2188,4
1085,2196,4
1085,2197,4
1085,2206,4
1085,2208,4
1085,2219,5
1085,2251,5
1085,2256,4
1085,2278,4
1085,2292,4
1085,2337,4
1085,2347,4
1085,2349,4
1085,2372,4
1085,2389,4
1085,2399,5
1085,2436,4
1085,2471,5
1085,2522,5
1085,2546,4
1085,2547,4
1085,2559,4
1085,2574,4
1085,2579,4
1085,2584,4
1085,2610,4
1085,2626,4
1085,2628,4
1085,2638,4
1085,2646,4
1085,2658,4
1085,2737,4
1085,2758,4
1085,2791,5
1085,2819,4
1085,2887,4
1085,2916,4
1085,2942,4
1085,2960,4
1085,3013,4
1085,3041,4
1085,3074,4
1085,3075,4
1085,3086,4
1085,3163,4
1085,3181,4
1085,3210,4
1085,3252,4
1085,3294,4
1085,3298,4
1085,3317,5
1085,3333,4
1085,3337,5
1085,3353,5
1085,3360,4
1085,3373,4
1085,3438,4
1085,3493,4
1085,3505,4
1085,3517,4
1085,3519,4
1085,3604,4
1085,3726,4
1085,3735,4
1085,3800,4
1085,3834,5
1085,3840,4
1085,3874,5
1085,3885,4
1085,3967,4
1085,4049,4
1085,4100,4
1085,4136,4
1085,4137,4
1085,4212,4
1085,4231,4
1085,4313,4
1085,4398,4
1085,4409,4
1085,4779,4
1086,1087,4
1086,1192,4
1086,1218,4
1086,1239,4
1086,1260,4
1086,1275,4
1086,1278,4
1086,1297,4
1086,1359,4
1086,1570,4
1086,1644,4
1086,1779,4
1086,1933,5
1086,1937,4
1086,1977,4
1086,2128,4
1086,2158,4
1086,2222,4
1086,2263,4
1086,2827,4
1086,2852,4
1086,2992,4
1086,3209,4
1086,3387,4
1086,3801,4
1086,3988,4
1086,4252,4
1087,1135,4
1087,1153,5
1087,1156,5
1087,1166,5
1087,1192,5
1087,1193,4
1087,1199,6
1087,1202,5
1087,1214,5
1087,1218,5
1087,1231,4
1087,1258,5
1087,1260,5
1087,1275,4
1087,1278,5
1087,1288,4
1087,1297,5
1087,1327,4
1087,1332,4
1087,1345,4
1087,1359,4
1087,1391,4
1087,1403,5
1087,1423,5
1087,1452,4
1087,1469,4
1087,1483,4
1087,1491,5
1087,1506,4
1087,1520,4
1087,1570,4
1087,1585,6
1087,1588,4
1087,1644,5
1087,1653,6
1087,1687,4
1087,1696,4
1087,1732,5
1087,1735,4
1087,1778,4
1087,1795,4
1087,1803,4
1087,1826,4
1087,1828,5
1087,1915,4
1087,1919,4
1087,1933,5
1087,1937,4
1087,1977,5
1087,1985,5
1087,1991,4
1087,2070,4
1087,2087,4
1087,2096,4
1087,2115,4
1087,2123,4
1087,2128,7
1087,2130,4
1087,2164,4
1087,2263,5
1087,2286,5
1087,2315,4
1087,2328,6
1087,2411,4
1087,2443,4
1087,2445,4
1087,2483,4
1087,2510,4
1087,2557,4
1087,2578,4
1087,2591,5
1087,2747,4
1087,2756,5
1087,2759,4
1087,2827,6
1087,2852,5
1087,2913,4
1087,2924,4
1087,2968,5
1087,2992,4
1087,2995,4
1087,3185,4
1087,3191,4
1087,3209,4
1087,3254,4
1087,3387,4
1087,3406,4
1087,3495,5
1087,3614,4
1087,3631,4
1087,3801,4
1087,3900,4
1087,3905,5
1087,3988,4
1087,3994,4
1087,4040,5
1087,4043,4
1087,4050,4
1087,4252,4
1087,4268,6
1087,4449,4
1087,4587,4
1087,4729,4
1088,1128,5
1088,1152,4
1088,1235,4
1088,1246,4
1088,1248,6
1088,1255,5
1088,1312,4
1088,1375,4
1088,1419,4
1088,1458,4
1088,1557,4
1088,1597,4
1088,1619,4
1088,1753,4
1088,1759,4
1088,1782,5
1088,1804,4
1088,1810,4
1088,1999,4
1088,2009,4
1088,2027,4
1088,2219,4
1088,2261,4
1088,2389,4
1088,2441,4
1088,2496,4
1088,2508,4
1088,2554,4
1088,2624,4
1088,2648,4
1088,2671,4
1088,2724,4
1088,2962,4
1088,3075,4
1088,3200,4
1088,3274,4
1088,3276,4
1088,3294,4
1088,3508,4
1088,3538,5
1088,3542,4
1088,3638,4
1088,3727,4
1088,3834,4
1088,3835,4
1088,3851,5
1088,3870,4
1088,4101,4
1088,4137,4
1088,4140,4
1088,4266,4
1088,4371,4
1090,1132,4
1090,1741,4
1090,2579,4
1090,3252,4
1091,1191,4
1092,1356,4
1092,1688,4
1092,1815,5
1092,1837,4
1092,2079,5
1092,2129,5
1093,1188,4
1093,1314,4
1093,1406,5
1093,2009,4
1093,3304,4
1093,3765,4
1093,3835,4
1094,1156,4
1094,1192,4
1094,1193,5
1094,1202,4
1094,1214,4
1094,1231,4
1094,1239,4
1094,1272,4
1094,1295,4
1094,1297,4
1094,1304,4
1094,1378,4
1094,1391,4
1094,1396,4
1094,1483,4
1094,1491,4
1094,1532,4
1094,1584,4
1094,1618,4
1094,1653,4
1094,1736,4
1094,1751,4
1094,1758,4
1094,1827,4
1094,1828,4
1094,1837,4
1094,1873,5
1094,1933,4
1094,1991,4
1094,2047,4
1094,2067,4
1094,2085,4
1094,2130,4
1094,2158,4
1094,2164,5
1094,2265,4
1094,2318,4
1094,2328,4
1094,2373,4
1094,2381,4
1094,2404,4
1094,2434,4
1094,2443,4
1094,2445,4
1094,2493,4
1094,2752,4
1094,2816,4
1094,2842,4
1094,2913,4
1094,2996,4
1094,3134,4
1094,3159,4
1094,3209,4
1094,3306,4
1094,3351,4
1094,3362,4
1094,3373,4
1094,3495,4
1094,3550,4
1094,3569,4
1094,3750,4
1094,3796,4
1094,3921,4
1094,3989,4
1094,3994,4
1094,4043,4
1094,4078,4
1094,4118,4
1094,4285,4
1094,4328,4
1094,4345,6
1094,4564,4
1094,4670,5
1094,4671,4
1094,4729,4
1095,1374,5
1095,1460,4
1095,1565,4
1095,1788,6
1095,1819,5
1095,1878,6
1095,1890,4
1095,1924,4
1095,2017,4
1095,2025,4
1095,2039,4
1095,2053,5
1095,2054,4
1095,2212,4
1095,2234,5
1095,2298,4
1095,2342,5
1095,2378,4
1095,2480,4
1095,2523,5
1095,2551,4
1095,2651,4
1095,2692,5
1095,2695,5
1095,2728,4
1095,2758,5
1095,2799,5
1095,2830,5
1095,2895,5
1095,2915,4
1095,2987,5
1095,3069,4
1095,3198,5
1095,3237,4
1095,3421,4
1095,3430,4
1095,3446,4
1095,3515,5
1095,3517,5
1095,3539,5
1095,3700,4
1095,3915,4
1095,4063,4
1095,4232,4
1095,4466,5
1095,4662,4
1096,1119,4
1096,1137,4
1096,1305,4
1096,1612,4
1096,1671,4
1096,1673,4
1096,1743,4
1096,1921,4
1096,2014,4
1096,2076,5
1096,2101,4
1096,2289,4
1096,2516,4
1096,2713,4
1096,2864,7
1096,3210,4
1096,3604,4
1096,4221,4
1097,1119,4
1097,1246,4
1097,1279,4
1097,1471,4
1097,2399,4
1097,2413,5
1097,2436,4
1097,2854,5
1099,1121,4
1099,1216,4
1099,1226,4
1099,1292,4
1099,1300,4
1099,1461,4
1099,1527,4
1099,1560,4
1099,1583,4
1099,1591,4
1099,1639,4
1099,1650,4
1099,1891,5
1099,2105,4
1099,2451,4
1099,2456,4
1099,2462,4
1099,2476,4
1099,2614,4
1099,2694,4
1099,2760,4
1099,2770,4
1099,2821,4
1099,2950,4
1099,3042,4
1099,3171,4
1099,3202,4
1099,3251,4
1099,3534,4
1099,3612,4
1099,3697,6
1099,3746,4
1099,3814,4
1099,3935,4
1099,4104,4
1099,4207,4
1099,4212,4
1099,4309,4
1099,4632,4
1100,1837,4
1101,1104,4
1101,1132,4
1101,1192,4
1101,1193,4
1101,1203,4
1101,1231,4
1101,1235,5
1101,1267,4
1101,1295,4
1101,1362,5
1101,1364,5
1101,1405,4
1101,1471,4
1101,1485,4
1101,1518,4
1101,1578,4
1101,1608,4
1101,1611,5
1101,1637,4
1101,1716,4
1101,1728,4
1101,1741,5
1101,1744,4
1101,1754,4
1101,1770,4
1101,1772,4
1101,1791,4
1101,1851,4
1101,1854,4
1101,1893,4
1101,1895,4
1101,1992,4
1101,2003,4
1101,2047,4
1101,2058,4
1101,2197,4
1101,2251,4
1101,2337,4
1101,2399,4
1101,2413,5
1101,2443,4
1101,2472,4
1101,2547,4
1101,2584,4
1101,2598,4
1101,2748,4
1101,2813,4
1101,3036,4
1101,3041,4
1101,3099,4
1101,3149,4
1101,3163,4
1101,3252,4
1101,3310,4
1101,3319,4
1101,3337,5
1101,3353,4
1101,3478,4
1101,3592,4
1101,3800,4
1101,3852,4
1101,3885,4
1101,3906,4
1102,1588,4
1102,1657,5
1102,1683,4
1102,1826,4
1102,1828,4
1102,2682,4
1102,2900,4
1103,1182,4
1103,1191,4
1103,1309,5
1103,1329,5
1103,1474,5
1103,1567,4
1103,1797,4
1103,1818,4
1103,1841,5
1103,1929,5
1103,2023,5
1103,2456,4
1103,2548,4
1103,2668,5
1103,2702,4
1103,2720,4
1103,2872,4
1103,3048,4
1103,3239,4
1103,3860,4
1103,3932,4
1103,4133,4
1103,4179,5
1103,4473,4
1104,1119,4
1104,1197,4
1104,1235,4
1104,1255,4
1104,1304,4
1104,1321,4
1104,1335,4
1104,1362,5
1104,1375,4
1104,1418,4
1104,1419,4
1104,1446,5
1104,1458,4
1104,1480,4
1104,1485,4
1104,1557,4
1104,1578,4
1104,1597,4
1104,1700,4
1104,1838,4
1104,1893,6
1104,1898,4
1104,1908,4
1104,1931,4
1104,2027,4
1104,2047,4
1104,2157,5
1104,2182,4
1104,2197,4
1104,2251,4
1104,2372,4
1104,2511,4
1104,2626,4
1104,2758,4
1104,2791,4
1104,3034,5
1104,3075,4
1104,3294,5
1104,3350,4
1104,3353,4
1104,3800,4
1104,3834,5
1105,1120,4
1105,1179,4
1106,1146,4
1106,1157,4
1106,1255,4
1106,1329,4
1106,1370,4
1106,1375,4
1106,1395,4
1106,1419,4
1106,1557,8
1106,1664,4
1106,2124,4
1106,2146,4
1106,2219,4
1106,2379,5
1106,2928,4
1106,3150,4
1106,3468,4
1106,3568,4
1106,3834,4
1106,4231,4
1106,4271,4
1106,4361,4
1107,1132,5
1107,1159,4
1107,1189,4
1107,1194,4
1107,1200,4
1107,1201,4
1107,1283,4
1107,1291,4
1107,1321,4
1107,1405,4
1107,1441,5
1107,1448,4
1107,1547,4
1107,1565,4
1107,1578,4
1107,1584,4
1107,1797,4
1107,1855,4
1107,1878,4
1107,2522,4
1107,2574,4
1107,2579,4
1107,2748,4
1107,2758,4
1107,2807,4
1107,3446,4
1107,3461,4
1107,3517,5
1107,3619,5
1107,3668,4
1107,3814,4
1107,3816,4
1107,3904,4
1107,4466,4
1108,1157,4
1108,1203,4
1108,1210,5
1109,1901,4
1110,1440,4
1110,1837,4
1110,2387,4
1110,2973,4
1110,4480,4
1111,1192,4
1111,1193,4
1111,1202,4
1111,1214,5
1111,1231,5
1111,1267,4
1111,1272,4
1111,1273,4
1111,1295,4
1111,1297,4
1111,1304,4
1111,1320,4
1111,1342,5
1111,1391,8
1111,1400,4
1111,1413,4
1111,1466,4
1111,1483,4
1111,1492,4
1111,1518,4
1111,1532,4
1111,1569,4
1111,1584,4
1111,1612,4
1111,1618,4
1111,1626,4
1111,1634,6
1111,1646,4
1111,1653,5
1111,1716,4
1111,1736,4
1111,1751,4
1111,1758,4
1111,1803,4
1111,1827,4
1111,1873,5
1111,1903,4
1111,1915,5
1111,1933,4
1111,1937,4
1111,1996,4
1111,2030,7
1111,2047,4
1111,2048,4
1111,2067,4
1111,2085,4
1111,2158,5
1111,2164,4
1111,2170,4
1111,2199,4
1111,2254,4
1111,2265,5
1111,2318,4
1111,2321,4
1111,2328,4
1111,2404,4
1111,2487,4
1111,2593,4
1111,2640,4
1111,2816,4
1111,2832,4
1111,2869,4
1111,3007,4
1111,3134,4
1111,3159,4
1111,3209,4
1111,3362,4
1111,3373,4
1111,3440,4
1111,3495,4
1111,3618,4
1111,3669,4
1111,3750,4
1111,3796,5
1111,3921,4
1111,4078,4
1111,4328,4
1111,4426,4
1111,4488,4
1111,4671,4
1111,4735,4
1112,1189,4
1112,1202,6
1112,1214,5
1112,1276,4
1112,1413,5
1112,1423,5
1112,1466,5
1112,1474,4
1112,1536,4
1112,1653,4
1112,1655,4
1112,1695,4
1112,1726,4
1112,1787,4
1112,1827,4
1112,1939,4
1112,2328,5
1112,2404,4
1112,2534,4
1112,2562,5
1112,2570,4
1112,2637,4
1112,2727,4
1112,2752,4
1112,2825,6
1112,2846,4
1112,2863,5
1112,2869,4
1112,3007,4
1112,3053,4
1112,3159,4
1112,3241,5
1112,3324,4
1112,3550,4
1112,3557,4
1112,3669,4
1112,3796,4
1112,3835,4
1112,3988,4
1112,4013,4
1112,4033,4
1112,4194,4
1112,4458,4
1112,4543,5
1112,4692,4
1112,4694,4
1112,4735,4
1112,4765,4
1112,4797,4
1113,1118,6
1113,1128,4
1113,1130,4
1113,1135,4
1113,1155,4
1113,1224,4
1113,1232,4
1113,1292,4
1113,1329,4
1113,1330,4
1113,1342,5
1113,1402,4
1113,1428,4
1113,1443,4
1113,1473,4
1113,1509,4
1113,1565,6
1113,1591,5
1113,1614,4
1113,1652,4
1113,1749,4
1113,1762,4
1113,1782,4
1113,1820,4
1113,1841,5
1113,1848,4
1113,1865,4
1113,1892,4
1113,1945,4
1113,1959,4
1113,1975,5
1113,1986,4
1113,2026,4
1113,2031,4
1113,2072,4
1113,2073,4
1113,2092,4
1113,2110,4
1113,2135,4
1113,2170,4
1113,2197,5
1113,2203,4
1113,2226,4
1113,2235,4
1113,2279,4
1113,2306,4
1113,2341,4
1113,2357,4
1113,2362,4
1113,2417,4
1113,2450,5
1113,2504,4
1113,2540,4
1113,2548,4
1113,2595,5
1113,2616,4
1113,2631,4
1113,2643,4
1113,2679,5
1113,2717,4
1113,2761,4
1113,2839,4
1113,2848,4
1113,2859,4
1113,2861,4
1113,2877,4
1113,2882,4
1113,2889,4
1113,2905,4
1113,2926,4
1113,2936,4
1113,2961,4
1113,2994,4
1113,3040,4
1113,3240,4
1113,3243,4
1113,3258,4
1113,3262,4
1113,3271,5
1113,3312,5
1113,3349,4
1113,3367,5
1113,3374,4
1113,3379,4
1113,3389,4
1113,3435,4
1113,3534,4
1113,3640,4
1113,3644,4
1113,3699,4
1113,3724,6
1113,3751,4
1113,3887,4
1113,3888,4
1113,3974,4
1113,4025,4
1113,4077,6
1113,4084,4
1113,4108,5
1113,4282,4
1113,4552,4
1113,4696,4
1114,1572,4
1115,1119,4
1115,1246,4
1115,1279,4
1115,1464,4
1115,1514,8
1115,1716,4
1115,1743,5
1115,1838,4
1115,1861,4
1115,1956,6
1115,2075,5
1115,2509,4
1115,2640,4
1115,3310,4
1115,3464,4
1115,3604,4
1116,1385,4
1116,1437,4
1116,2154,4
1116,4587,4
1117,1152,4
1117,1171,4
1117,1203,4
1117,1210,4
1117,1281,4
1117,1423,4
1117,1597,4
1117,1753,4
1117,1925,4
1117,2018,4
1117,2064,4
1118,1128,4
1118,1130,4
1118,1135,4
1118,1155,4
1118,1232,4
1118,1292,4
1118,1329,4
1118,1330,4
1118,1342,5
1118,1354,4
1118,1402,4
1118,1428,4
1118,1443,4
1118,1473,4
1118,1509,4
1118,1565,6
1118,1591,7
1118,1614,4
1118,1652,4
1118,1697,4
1118,1718,4
1118,1738,4
1118,1749,4
1118,1762,4
1118,1782,4
1118,1797,4
1118,1820,4
1118,1841,5
1118,1848,4
1118,1865,6
1118,1892,4
1118,1945,4
1118,1959,4
1118,1975,4
1118,1986,4
1118,2026,4
1118,2031,4
1118,2061,4
1118,2072,4
1118,2073,4
1118,2092,4
1118,2110,4
1118,2135,4
1118,2170,4
1118,2191,4
1118,2197,5
1118,2203,4
1118,2226,4
1118,2235,4
1118,2279,4
1118,2306,4
1118,2341,4
1118,2357,4
1118,2362,4
1118,2417,4
1118,2443,4
1118,2450,4
1118,2481,4
1118,2504,4
1118,2526,4
1118,2540,4
1118,2548,4
1118,2595,5
1118,2616,6
1118,2631,4
1118,2643,4
1118,2679,5
1118,2717,4
1118,2761,4
1118,2839,4
1118,2848,6
1118,2859,4
1118,2861,4
1118,2877,4
1118,2882,4
1118,2889,4
1118,2905,4
1118,2926,4
1118,2936,4
1118,2961,4
1118,2994,4
1118,3004,5
1118,3040,4
1118,3240,4
1118,3243,4
1118,3258,4
1118,3262,4
1118,3271,5
1118,3312,5
1118,3349,4
1118,3367,5
1118,3374,4
1118,3379,4
1118,3389,4
1118,3435,4
1118,3534,4
1118,3572,4
1118,3640,4
1118,3698,4
1118,3699,4
1118,3724,6
1118,3751,4
1118,3887,4
1118,3888,4
1118,3974,4
1118,4025,6
1118,4077,8
1118,4084,4
1118,4108,5
1118,4198,4
1118,4282,4
1118,4552,6
1119,1134,4
1119,1246,4
1119,1295,4
1119,1405,4
1119,1471,5
1119,1514,5
1119,1671,5
1119,1716,5
1119,1743,4
1119,1838,5
1119,1861,4
1119,1956,5
1119,1987,4
1119,2201,4
1119,2399,4
1119,2854,5
1119,3210,4
1119,3298,4
1119,3310,5
1119,3352,5
1119,3464,4
1119,3478,4
1119,3604,5
1119,4231,4
1120,1127,4
1120,1138,5
1120,1178,4
1120,1179,5
1120,1302,5
1120,1304,5
1120,1340,4
1120,1362,4
1120,1429,4
1120,1433,5
1120,1446,4
1120,1501,4
1120,1538,5
1120,1539,5
1120,1614,5
1120,1662,5
1120,1778,4
1120,1796,5
1120,1822,5
1120,1934,4
1120,1992,4
1120,2037,4
1120,2157,4
1120,2170,4
1120,2185,4
1120,2197,5
1120,2226,4
1120,2280,4
1120,2327,4
1120,2331,4
1120,2393,4
1120,2413,4
1120,2526,4
1120,2545,4
1120,2565,4
1120,2566,4
1120,2643,4
1120,2829,4
1120,2848,5
1120,2877,5
1120,2926,4
1120,2995,6
1120,3004,4
1120,3149,4
1120,3240,5
1120,3258,4
1120,3267,4
1120,3379,5
1120,3426,4
1120,3640,4
1120,3698,6
1120,3726,6
1120,3850,4
1120,3902,6
1120,4025,5
1120,4464,4
1121,1216,4
1121,1233,4
1121,1284,4
1121,1349,4
1121,1402,4
1121,1436,4
1121,1461,4
1121,1561,4
1121,1591,5
1121,1604,4
1121,1639,4
1121,1715,4
1121,1757,5
1121,1832,6
1121,1891,4
1121,1945,4
1121,1970,4
1121,2013,4
1121,2052,4
1121,2105,4
1121,2214,4
1121,2225,4
1121,2315,4
1121,2451,5
1121,2456,5
1121,2460,4
1121,2462,6
1121,2476,5
1121,2561,4
1121,2570,5
1121,2601,4
1121,2614,5
1121,2694,4
1121,2760,4
1121,2770,4
1121,2821,4
1121,2863,5
1121,2881,4
1121,2950,4
1121,2951,4
1121,2961,4
1121,2969,4
1121,3042,4
1121,3065,4
1121,3117,4
1121,3133,4
1121,3171,5
1121,3182,4
1121,3187,4
1121,3202,4
1121,3251,5
1121,3290,4
1121,3302,5
1121,3346,4
1121,3453,4
1121,3466,4
1121,3474,5
1121,3521,5
1121,3534,4
1121,3577,4
1121,3634,4
1121,3640,4
1121,3697,5
1121,3740,4
1121,3764,5
1121,3785,4
1121,3806,4
1121,3907,4
1121,3928,4
1121,3978,4
1121,3982,5
1121,4017,4
1121,4020,4
1121,4102,4
1121,4104,5
1121,4207,5
1121,4252,4
1121,4359,4
1121,4366,4
1121,4379,4
1121,4448,4
1121,4458,5
1121,4573,4
1121,4589,6
1121,4611,4
1121,4632,5
1121,4636,4
1121,4688,4
1121,4704,4
1121,4750,5
1121,4777,4
1121,4801,4
1122,1199,4
1122,1588,6
1124,1208,4
1124,1690,4
1124,1997,4
1124,2350,4
1124,2524,4
1125,1466,4
1125,1506,6
1125,1653,4
1125,1953,4
1125,2413,4
1125,3009,4
1125,3036,4
1125,3260,4
1126,1212,4
1126,1410,4
1126,1450,4
1126,1760,4
1126,1837,4
1126,1876,4
1126,1945,4
1126,2301,4
1126,2830,5
1126,3230,5
1126,3448,5
